,epoch,preds,mode
130,1,-1.1212761,valid
131,1,-4.5880637,valid
132,1,-3.8571012,valid
133,1,-2.528002,valid
134,1,-1.7452202,valid
135,1,-2.9664576,valid
136,1,0.70146364,valid
137,1,-2.8388255,valid
138,1,-0.113773495,valid
139,1,-0.7302017,valid
140,1,-1.9670026,valid
141,1,-3.3995016,valid
142,1,0.06928547,valid
143,1,-3.4079406,valid
144,1,-1.251226,valid
145,1,-0.24117987,valid
146,1,-4.369206,valid
147,1,-4.6697855,valid
148,1,-3.2223933,valid
149,1,-0.70090383,valid
150,1,-2.708433,valid
151,1,-0.42593312,valid
152,1,-4.075957,valid
153,1,-2.4223657,valid
154,1,-0.38334203,valid
155,1,-2.1975517,valid
156,1,0.30105543,valid
157,1,-1.2522117,valid
158,1,-0.42132092,valid
159,1,-5.1565404,valid
160,1,-1.26292,valid
161,1,-1.9304647,valid
162,1,-1.7422642,valid
163,1,-1.9959662,valid
164,1,-0.21417968,valid
165,1,-0.29722637,valid
166,1,0.5655357,valid
167,1,-1.0602849,valid
168,1,-3.0034091,valid
169,1,-3.7244966,valid
170,1,-2.0505784,valid
171,1,-3.0274227,valid
172,1,-3.8420043,valid
173,1,-1.622202,valid
174,1,-4.7130857,valid
175,1,-2.7590196,valid
176,1,-3.2852917,valid
177,1,-3.4889925,valid
178,1,-4.6736712,valid
179,1,-0.73787326,valid
180,1,-2.3695595,valid
181,1,-1.2403591,valid
182,1,-3.0589807,valid
183,1,-1.8678384,valid
184,1,-0.90076286,valid
185,1,-1.8733429,valid
186,1,-2.8454962,valid
187,1,-3.5958622,valid
188,1,-2.1003551,valid
189,1,-3.7923005,valid
190,1,-3.3468864,valid
191,1,-2.1788437,valid
192,1,-5.789859,valid
193,1,-2.519873,valid
194,1,-3.9550974,valid
195,1,0.29665887,valid
196,1,-3.3334901,valid
197,1,-0.29211786,valid
198,1,-2.2664614,valid
199,1,-1.0379909,valid
200,1,-2.9534326,valid
201,1,-3.6418984,valid
202,1,-3.470685,valid
203,1,-1.0789117,valid
204,1,-7.9587755,valid
205,1,-2.5174496,valid
206,1,-2.8400931,valid
207,1,-1.5532678,valid
208,1,-3.3630912,valid
209,1,-1.2047985,valid
210,1,-2.0759954,valid
211,1,-2.3179605,valid
212,1,-2.50869,valid
213,1,-3.5636518,valid
214,1,-3.614124,valid
215,1,-0.57235724,valid
216,1,-2.3683832,valid
217,1,-1.4376376,valid
218,1,-5.449147,valid
219,1,0.19013652,valid
220,1,-4.8741956,valid
221,1,-2.2030692,valid
222,1,-1.6484551,valid
223,1,-5.3776317,valid
224,1,-1.1092957,valid
225,1,-3.571254,valid
226,1,-2.717501,valid
227,1,-2.179629,valid
228,1,-2.613813,valid
229,1,-1.8303268,valid
230,1,-2.3487365,valid
231,1,-1.6212715,valid
232,1,-1.2193794,valid
233,1,-0.74516326,valid
234,1,-4.3685374,valid
235,1,-2.9798412,valid
236,1,-3.9374168,valid
237,1,-0.22567804,valid
238,1,-1.8286648,valid
239,1,-3.2156236,valid
240,1,-3.5180523,valid
241,1,-1.2269702,valid
242,1,-1.774799,valid
243,1,-1.7506318,valid
244,1,-1.0442126,valid
245,1,-2.9434338,valid
246,1,-2.944659,valid
247,1,-4.1797414,valid
248,1,-3.3725312,valid
249,1,-2.2818975,valid
250,1,-6.572836,valid
251,1,-3.1883407,valid
252,1,-0.61854094,valid
253,1,0.42274082,valid
254,1,-2.9397166,valid
255,1,-1.8991097,valid
256,1,-2.6185975,valid
257,1,-3.2886674,valid
258,1,-2.2684128,valid
259,1,-3.3286264,valid
260,1,-3.1528814,valid
261,1,-1.5519898,valid
262,1,-1.4060662,valid
263,1,-1.7377721,valid
264,1,-3.6493845,valid
265,1,0.731,valid
266,1,-1.7043785,valid
267,1,0.057365056,valid
268,1,-4.849712,valid
269,1,-4.1389556,valid
270,1,-3.161014,valid
271,1,-3.2941048,valid
272,1,-0.25027102,valid
273,1,-1.6734891,valid
274,1,-2.1005201,valid
275,1,-4.4152474,valid
276,1,-3.2788832,valid
277,1,-1.5960637,valid
278,1,-3.8608432,valid
279,1,-4.2152433,valid
280,1,-3.7466066,valid
281,1,0.70895904,valid
282,1,-1.5992649,valid
283,1,-5.739973,valid
284,1,-1.2508179,valid
285,1,0.16657157,valid
286,1,-4.025718,valid
287,1,-2.383433,valid
288,1,-2.6454816,valid
289,1,-1.2960134,valid
290,1,-4.6256795,valid
291,1,-3.7634518,valid
292,1,-1.7908683,valid
293,1,-0.39005187,valid
294,1,-4.45638,valid
295,1,-3.0101883,valid
296,1,-4.0029817,valid
297,1,-3.806813,valid
298,1,-0.13007313,valid
299,1,-3.0185115,valid
300,1,-2.7039907,valid
301,1,-3.8893738,valid
302,1,-0.77643716,valid
303,1,-2.3792226,valid
304,1,-0.33474204,valid
305,1,-1.9494189,valid
306,1,-1.2417457,valid
307,1,-2.116813,valid
308,1,-3.9765813,valid
309,1,-6.1229377,valid
310,1,-1.6734391,valid
311,1,-2.1083992,valid
312,1,-2.329858,valid
313,1,-2.7811537,valid
314,1,-2.4400783,valid
315,1,-4.6724496,valid
316,1,-3.6744893,valid
317,1,-3.5297976,valid
318,1,-0.9450131,valid
319,1,-4.2684746,valid
320,1,-2.5358875,valid
321,1,-6.7284236,valid
322,1,-2.015819,valid
323,1,-5.6519513,valid
324,1,-0.8248336,valid
325,1,-0.8660501,valid
326,1,-5.790448,valid
327,1,-1.7616866,valid
328,1,-2.2273338,valid
329,1,-3.9500515,valid
330,1,-3.0933359,valid
331,1,-4.979342,valid
332,1,-3.5712543,valid
333,1,-0.72143406,valid
334,1,-1.5317019,valid
335,1,-0.36121818,valid
336,1,-3.1698096,valid
337,1,-2.8706725,valid
338,1,-1.5199211,valid
339,1,-1.4244266,valid
340,1,-1.1296495,valid
341,1,-1.9894123,valid
342,1,-2.6466053,valid
343,1,-6.724872,valid
344,1,-2.7893598,valid
345,1,-0.9546869,valid
346,1,-4.0798273,valid
347,1,-1.9900362,valid
348,1,-3.1257045,valid
349,1,-3.6499088,valid
350,1,-2.394947,valid
351,1,-3.3768585,valid
352,1,-4.3522105,valid
353,1,-3.502746,valid
354,1,-2.4389179,valid
355,1,-2.200599,valid
356,1,-0.6699582,valid
357,1,-1.6710399,valid
358,1,-2.667278,valid
359,1,-0.58602107,valid
360,1,-1.1310527,valid
361,1,-2.7590196,valid
362,1,-0.26207554,valid
363,1,-3.5712543,valid
364,1,-2.0319457,valid
365,1,-0.9076591,valid
366,1,-1.0991938,valid
367,1,0.23483916,valid
368,1,-2.2741156,valid
369,1,-7.092294,valid
370,1,-2.180113,valid
371,1,-2.2724931,valid
372,1,-2.4701648,valid
373,1,-8.295479,valid
374,1,-8.067484,valid
375,1,-2.3256357,valid
376,1,-4.5376887,valid
377,1,-2.5782878,valid
378,1,-1.9430263,valid
379,1,0.19748445,valid
380,1,-3.3473718,valid
381,1,-2.6399972,valid
382,1,-1.5357625,valid
383,1,-3.4776103,valid
384,1,-1.1186959,valid
385,1,-4.2879643,valid
386,1,-1.9720972,valid
387,1,-6.4018736,valid
388,1,-3.0493753,valid
389,1,-5.4125,valid
390,1,-2.634134,valid
391,1,-3.1659305,valid
392,1,-2.4469335,valid
393,1,-2.0437822,valid
394,1,-0.60290784,valid
395,1,-2.342428,valid
396,1,-0.855974,valid
397,1,-1.6136057,valid
398,1,-2.2968163,valid
399,1,-5.6052775,valid
400,1,-2.4342914,valid
401,1,-2.8067353,valid
402,1,-2.7487085,valid
403,1,-1.7748266,valid
404,1,-3.578902,valid
405,1,-0.27540484,valid
406,1,-4.5056815,valid
407,1,-3.1981928,valid
408,1,-3.3652022,valid
409,1,-1.0858388,valid
410,1,-1.5726483,valid
411,1,-0.2751642,valid
412,1,-2.7258613,valid
413,1,-1.380177,valid
414,1,-1.0658445,valid
415,1,-1.8758318,valid
416,1,-0.7745471,valid
417,1,-2.4544015,valid
418,1,-0.5015756,valid
419,1,-2.5227103,valid
420,1,-1.484519,valid
421,1,-1.5256797,valid
422,1,-0.21591754,valid
423,1,-1.4739025,valid
424,1,-4.264483,valid
425,1,-2.9694514,valid
426,1,-1.9652674,valid
427,1,-3.820511,valid
428,1,-3.2652485,valid
429,1,-1.4214735,valid
430,1,-0.2400449,valid
431,1,-1.3122108,valid
432,1,-1.3114631,valid
433,1,-2.4608805,valid
434,1,-5.370932,valid
435,1,-2.302297,valid
436,1,-3.2910435,valid
437,1,-4.1622458,valid
438,1,-3.5712543,valid
439,1,-2.516667,valid
440,1,-5.8054957,valid
441,1,-3.366268,valid
442,1,-2.5264528,valid
443,1,0.41847825,valid
444,1,-1.1023275,valid
445,1,-3.7974513,valid
446,1,0.5138812,valid
447,1,-6.413495,valid
448,1,-4.109821,valid
449,1,-1.0565574,valid
450,1,-1.5861185,valid
451,1,-3.8555827,valid
452,1,-2.73869,valid
453,1,-0.6694622,valid
454,1,-2.9270058,valid
455,1,0.79220754,valid
456,1,-0.98474187,valid
457,1,-2.5082989,valid
458,1,-2.6130557,valid
459,1,-3.0520866,valid
460,1,-0.8391287,valid
461,1,-2.7772427,valid
462,1,-1.6944544,valid
463,1,-2.1816428,valid
464,1,-2.4406073,valid
465,1,-2.277312,valid
466,1,-1.5496397,valid
467,1,-1.3876753,valid
468,1,-2.38799,valid
469,1,-2.9789398,valid
470,1,-3.3397307,valid
471,1,-4.5192423,valid
472,1,-3.0206218,valid
473,1,-1.4493824,valid
474,1,-2.7153132,valid
475,1,-3.691322,valid
476,1,-3.1808536,valid
477,1,-6.489143,valid
478,1,-1.8491309,valid
479,1,-0.73945457,valid
480,1,-1.8297229,valid
481,1,-2.4649336,valid
482,1,-2.4399621,valid
483,1,-1.9421262,valid
484,1,-2.0143933,valid
485,1,-2.0062783,valid
486,1,-2.4932182,valid
487,1,-3.4016182,valid
488,1,-1.3567475,valid
489,1,-0.55028963,valid
490,1,-0.95244086,valid
491,1,-1.5705414,valid
492,1,-3.2007985,valid
493,1,-3.8158033,valid
494,1,-1.8996719,valid
495,1,-1.2987103,valid
496,1,-2.7227995,valid
497,1,-1.8954144,valid
498,1,-3.035288,valid
499,1,-0.32844087,valid
500,1,-3.4087613,valid
501,1,-1.8601177,valid
502,1,-1.8824713,valid
503,1,-1.061943,valid
504,1,-2.201261,valid
505,1,-1.2162865,valid
506,1,-0.095720515,valid
507,1,-0.44377565,valid
508,1,-3.7556038,valid
509,1,-4.542489,valid
510,1,-2.1525939,valid
511,1,-2.9577837,valid
512,1,-4.0369825,valid
513,1,-1.0464361,valid
514,1,-3.0705206,valid
515,1,-3.4242063,valid
516,1,-4.0326896,valid
517,1,-3.7580392,valid
518,1,-0.29969817,valid
519,1,-1.5997345,valid
520,1,-2.546617,valid
521,1,-2.2459066,valid
522,1,-3.8367999,valid
523,1,-1.580076,valid
524,1,-2.6464276,valid
525,1,-3.698375,valid
526,1,-2.791936,valid
527,1,-1.1870552,valid
528,1,-1.4037054,valid
529,1,-2.3415024,valid
530,1,-1.6428888,valid
531,1,-1.6310502,valid
532,1,-3.5519173,valid
533,1,-1.2789215,valid
534,1,-3.6222892,valid
535,1,-1.7674253,valid
536,1,-0.8006653,valid
537,1,-1.6080651,valid
538,1,-2.4236372,valid
539,1,-1.7071838,valid
540,1,-4.5739946,valid
541,1,-1.5164686,valid
542,1,-1.9507828,valid
543,1,0.0926771,valid
544,1,-2.873421,valid
545,1,0.1874959,valid
546,1,-0.785631,valid
547,1,-3.5878255,valid
548,1,-3.5523949,valid
549,1,-3.2433417,valid
550,1,-1.2348979,valid
551,1,-3.5803454,valid
552,1,-0.9234507,valid
553,1,-1.846807,valid
554,1,-0.43511584,valid
555,1,-2.5247638,valid
556,1,-1.106662,valid
557,1,0.46900678,valid
558,1,-2.770478,valid
559,1,-1.8323071,valid
560,1,-2.56438,valid
561,1,-2.1289506,valid
562,1,0.26361814,valid
563,1,-5.6017995,valid
564,1,-0.83556145,valid
565,1,-2.697605,valid
566,1,-2.0530372,valid
567,1,-3.0485885,valid
568,1,-0.8827219,valid
569,1,0.6468759,valid
570,1,-0.93078464,valid
571,1,0.40960735,valid
572,1,-2.6633782,valid
573,1,0.09945707,valid
574,1,-3.190207,valid
575,1,-0.9316028,valid
576,1,-3.3293893,valid
577,1,-1.1231246,valid
578,1,-0.22433038,valid
579,1,-3.6346054,valid
580,1,-0.23313238,valid
581,1,-0.7362604,valid
582,1,-0.92265147,valid
583,1,-1.7495766,valid
584,1,-1.9659336,valid
585,1,-1.213249,valid
586,1,-2.9662383,valid
587,1,-5.9129963,valid
588,1,-2.521138,valid
589,1,-4.052256,valid
590,1,-2.0916693,valid
591,1,-2.8068364,valid
592,1,-1.9926567,valid
593,1,-0.663924,valid
594,1,-2.8456674,valid
595,1,-1.9283972,valid
596,1,-0.051286895,valid
597,1,-2.7906716,valid
598,1,-1.4508052,valid
599,1,-1.6107236,valid
600,1,-2.0423286,valid
601,1,-3.5951502,valid
602,1,-0.31253743,valid
603,1,0.5655357,valid
604,1,-3.7978272,valid
605,1,-3.8189151,valid
606,1,-0.90047973,valid
607,1,-7.432034,valid
608,1,-2.9335005,valid
609,1,-1.953598,valid
610,1,-2.5740995,valid
611,1,-2.3429792,valid
612,1,-3.696338,valid
613,1,-5.249183,valid
614,1,-3.0521781,valid
615,1,-1.8829813,valid
616,1,-3.3205445,valid
617,1,-2.5358007,valid
618,1,-2.229975,valid
619,1,-5.1955204,valid
620,1,-5.094029,valid
621,1,-2.5629342,valid
622,1,-3.4145854,valid
623,1,-1.3138369,valid
624,1,-1.9269692,valid
625,1,-0.8639235,valid
626,1,-3.3594744,valid
627,1,-3.2980118,valid
628,1,-1.4469819,valid
629,1,-1.9469379,valid
630,1,-1.0941404,valid
631,1,-3.0338993,valid
632,1,-2.1163375,valid
633,1,-3.4124272,valid
634,1,-1.6993368,valid
635,1,-1.7692554,valid
636,1,0.010526117,valid
637,1,-1.098809,valid
638,1,-1.7273479,valid
639,1,-1.894574,valid
640,1,-0.86843497,valid
641,1,-2.7288096,valid
642,1,-0.4180017,valid
643,1,-3.083338,valid
644,1,-1.9631917,valid
645,1,-3.6263316,valid
646,1,-2.463025,valid
647,1,-3.6845179,valid
648,1,-2.0386288,valid
649,1,-0.06657927,valid
650,1,-1.7838602,valid
651,1,-2.6279275,valid
652,1,-2.3354557,valid
653,1,-3.3664935,valid
654,1,-4.118161,valid
655,1,-2.2703197,valid
656,1,-2.0997403,valid
657,1,-1.6066947,valid
658,1,-2.969054,valid
659,1,-2.608737,valid
660,1,-1.9825103,valid
661,1,-4.1551085,valid
662,1,-2.7425022,valid
663,1,-3.502177,valid
664,1,-2.0906703,valid
665,1,-2.806318,valid
666,1,-2.6310515,valid
667,1,-1.5105411,valid
668,1,-1.7029867,valid
669,1,-5.112242,valid
670,1,-4.128056,valid
671,1,-5.860924,valid
672,1,-1.4370596,valid
673,1,-0.6507074,valid
674,1,-2.4387467,valid
675,1,-0.58016986,valid
676,1,-4.613153,valid
677,1,-5.5972404,valid
678,1,-0.65965706,valid
679,1,-0.43708023,valid
680,1,-3.4953187,valid
681,1,-3.3113756,valid
682,1,-5.0131345,valid
683,1,-1.3864112,valid
684,1,0.14394055,valid
685,1,-3.3137982,valid
686,1,-3.560979,valid
687,1,-4.941755,valid
688,1,-5.964124,valid
689,1,-2.3082552,valid
690,1,-1.9477109,valid
691,1,-3.5295746,valid
692,1,-2.1554918,valid
693,1,-4.612578,valid
694,1,-3.4921536,valid
695,1,-3.9035912,valid
696,1,-1.4946371,valid
697,1,-3.9513707,valid
698,1,-2.1747906,valid
699,1,-2.9690802,valid
700,1,-3.9065251,valid
701,1,-2.1177237,valid
702,1,-1.5912699,valid
703,1,-3.0592341,valid
704,1,-0.41863358,valid
705,1,-5.5777345,valid
706,1,-0.48698586,valid
707,1,-2.3911345,valid
708,1,-3.1681516,valid
709,1,-2.15611,valid
710,1,-1.3276666,valid
711,1,-2.805866,valid
712,1,-3.2520792,valid
713,1,-0.83717626,valid
714,1,-2.1669352,valid
715,1,-0.38622627,valid
716,1,-2.6419618,valid
717,1,-0.25171798,valid
718,1,-4.0202227,valid
719,1,-3.9452493,valid
720,1,-7.276668,valid
721,1,-3.190762,valid
722,1,-1.548073,valid
723,1,-2.264065,valid
724,1,-2.890897,valid
725,1,-2.7595694,valid
726,1,-1.605059,valid
727,1,-1.5850372,valid
728,1,-5.0597425,valid
729,1,-1.6075617,valid
730,1,-0.29789466,valid
731,1,-1.1565939,valid
732,1,-0.79374725,valid
733,1,-3.1803057,valid
734,1,-3.0929914,valid
735,1,-2.0924237,valid
736,1,-2.5872943,valid
737,1,-1.941096,valid
738,1,-2.1414664,valid
739,1,-2.8280969,valid
740,1,-3.3696465,valid
741,1,-3.5171478,valid
742,1,-2.5264308,valid
743,1,-3.135187,valid
744,1,-3.455057,valid
745,1,-4.4204345,valid
746,1,-1.6706352,valid
747,1,-4.16607,valid
748,1,0.3112324,valid
749,1,-1.3904192,valid
750,1,-3.7794282,valid
751,1,-3.4292386,valid
752,1,-2.4572985,valid
753,1,-0.24751799,valid
754,1,-6.432821,valid
755,1,-4.22557,valid
756,1,-1.7054851,valid
757,1,-1.4216954,valid
758,1,-3.636202,valid
759,1,-1.1398818,valid
760,1,-0.1954185,valid
761,1,-6.154497,valid
762,1,-2.7421727,valid
763,1,-4.9479904,valid
764,1,-2.3106897,valid
765,1,-3.1487606,valid
766,1,-3.812206,valid
767,1,-0.41639376,valid
768,1,-1.391967,valid
769,1,-2.5716932,valid
770,1,-0.9439205,valid
771,1,-2.2735527,valid
772,1,-0.58050597,valid
773,1,-3.6434472,valid
774,1,-2.6997309,valid
775,1,-0.8462185,valid
776,1,-2.478164,valid
777,1,-3.0666118,valid
778,1,-2.0007875,valid
779,1,-2.3890598,valid
780,1,-1.5189464,valid
781,1,-0.6776902,valid
782,1,0.06731127,valid
783,1,-1.2548848,valid
784,1,-0.56658965,valid
785,1,-2.6416652,valid
786,1,-1.4713297,valid
787,1,-4.006149,valid
788,1,-3.7830186,valid
789,1,-1.4879217,valid
790,1,-3.7753732,valid
791,1,-4.5017257,valid
792,1,-0.88571763,valid
793,1,-3.999737,valid
794,1,-3.9118881,valid
795,1,-3.2046454,valid
796,1,-1.9627345,valid
797,1,-3.1756234,valid
798,1,0.47363192,valid
799,1,-0.7267168,valid
800,1,-2.9253318,valid
801,1,-3.0108902,valid
802,1,-3.5067058,valid
803,1,-3.3744485,valid
804,1,-1.079493,valid
805,1,-2.54691,valid
806,1,-4.30207,valid
807,1,-1.1128165,valid
808,1,-1.9607575,valid
809,1,-2.2918653,valid
810,1,-0.68631047,valid
811,1,-2.3354723,valid
812,1,-1.7260305,valid
813,1,-2.3680904,valid
814,1,-2.5110865,valid
815,1,-2.7143686,valid
816,1,-2.9384239,valid
817,1,-3.5352824,valid
818,1,-1.9141989,valid
819,1,-1.9490503,valid
820,1,-2.7439249,valid
821,1,-2.5864792,valid
822,1,-2.2805822,valid
823,1,-6.218169,valid
824,1,-4.609028,valid
825,1,-1.0652176,valid
826,1,0.05379552,valid
827,1,-2.8177938,valid
828,1,-2.9840858,valid
829,1,-3.790944,valid
830,1,-1.9187435,valid
831,1,-2.5211189,valid
832,1,-3.7330208,valid
833,1,-2.6597767,valid
834,1,-4.4790845,valid
835,1,-0.85837954,valid
836,1,-2.9690893,valid
837,1,-1.037456,valid
838,1,-3.1429026,valid
839,1,-1.2964162,valid
840,1,-1.0301557,valid
841,1,-4.014978,valid
842,1,-1.617888,valid
843,1,-3.6127903,valid
844,1,-3.9714634,valid
845,1,-3.0649984,valid
846,1,-2.102258,valid
847,1,-2.7972085,valid
848,1,-2.4492245,valid
849,1,-3.016452,valid
850,1,-4.347606,valid
851,1,-3.5972168,valid
852,1,-1.5294663,valid
853,1,-1.3290619,valid
854,1,-3.8836017,valid
855,1,-3.8840246,valid
856,1,-0.70928067,valid
857,1,-2.1680963,valid
858,1,-0.53655726,valid
859,1,-1.6452364,valid
860,1,-1.5493103,valid
861,1,-3.9153388,valid
862,1,-2.7372334,valid
863,1,-2.8102791,valid
864,1,0.122250795,valid
865,1,-3.9887755,valid
866,1,-1.7344577,valid
867,1,-1.9278483,valid
868,1,-2.4280872,valid
869,1,-3.1539774,valid
870,1,-2.4781067,valid
871,1,-2.6405277,valid
872,1,-1.9462053,valid
873,1,-2.4713826,valid
874,1,-2.1411064,valid
875,1,-4.295524,valid
876,1,-3.4065692,valid
877,1,-1.8824713,valid
878,1,-2.8100355,valid
879,1,-2.7988856,valid
880,1,-7.7351136,valid
881,1,-4.1158953,valid
882,1,-3.292774,valid
883,1,-2.2030127,valid
884,1,-2.4819062,valid
885,1,-1.9607575,valid
886,1,-3.361718,valid
887,1,-1.5830169,valid
888,1,0.56100863,valid
889,1,-3.966675,valid
890,1,-4.806,valid
891,1,-3.0217326,valid
892,1,-3.3042922,valid
893,1,-5.7109666,valid
894,1,-2.273286,valid
895,1,-0.87935114,valid
896,1,-3.4507303,valid
897,1,-3.9628832,valid
898,1,-5.714625,valid
899,1,-1.4592749,valid
900,1,-0.9276318,valid
901,1,-2.6618006,valid
902,1,-3.4996045,valid
903,1,-0.66112643,valid
904,1,-2.0513833,valid
905,1,-1.5852513,valid
906,1,-2.4732034,valid
907,1,-1.5956606,valid
908,1,-3.6993482,valid
909,1,-4.177838,valid
910,1,-2.2007551,valid
911,1,-3.800607,valid
912,1,-4.195643,valid
913,1,-2.3829546,valid
914,1,-2.3890598,valid
915,1,-1.3265477,valid
916,1,-4.532389,valid
917,1,-2.7291405,valid
918,1,-0.13460048,valid
919,1,0.040799584,valid
920,1,-0.42547098,valid
921,1,-1.6054795,valid
922,1,-6.999145,valid
923,1,-1.5976024,valid
924,1,-7.513639,valid
925,1,-1.4162538,valid
926,1,-1.3674175,valid
927,1,-1.9317734,valid
928,1,-3.5712543,valid
929,1,-0.7892074,valid
930,1,-1.6830341,valid
931,1,-2.6557593,valid
932,1,-0.24876831,valid
933,1,-1.5151191,valid
934,1,-1.11541,valid
935,1,-1.3039441,valid
936,1,-1.9541081,valid
937,1,-0.8749054,valid
938,1,-2.4758255,valid
939,1,-6.4000134,valid
940,1,-6.8841767,valid
941,1,-2.1272676,valid
942,1,-2.7524965,valid
943,1,-4.424302,valid
944,1,-1.3458619,valid
945,1,-3.8890226,valid
946,1,-2.9640527,valid
947,1,-3.1457586,valid
948,1,-0.68631047,valid
949,1,-3.4850934,valid
950,1,-2.1052248,valid
951,1,-5.711886,valid
952,1,-3.4951131,valid
953,1,-1.4714832,valid
954,1,-1.1882024,valid
955,1,-5.132094,valid
956,1,-2.6947412,valid
957,1,-0.5411405,valid
958,1,0.28587383,valid
959,1,-1.2641375,valid
960,1,-2.5230205,valid
961,1,-2.3524897,valid
962,1,-0.31252798,valid
963,1,-1.685644,valid
964,1,-1.0590572,valid
965,1,-3.0644333,valid
966,1,-6.7218347,valid
967,1,-4.234613,valid
968,1,-3.2559917,valid
969,1,-3.3094606,valid
970,1,-2.0380027,valid
971,1,-4.5146666,valid
972,1,-2.9767458,valid
973,1,-2.4639845,valid
974,1,-3.2097661,valid
975,1,-4.442509,valid
976,1,-3.4211237,valid
977,1,-2.2088153,valid
978,1,-2.8480642,valid
979,1,-2.0957372,valid
980,1,-2.6055803,valid
981,1,-3.4735816,valid
982,1,-2.2459066,valid
983,1,0.5891619,valid
984,1,-2.5393035,valid
985,1,-1.0348079,valid
986,1,-3.017598,valid
987,1,-2.437395,valid
988,1,-1.0761505,valid
989,1,-3.0587559,valid
990,1,-7.9037623,valid
991,1,-2.277713,valid
992,1,-2.9600818,valid
993,1,-2.5927713,valid
994,1,-0.12344386,valid
995,1,-0.506666,valid
996,1,-3.499123,valid
997,1,-1.7228695,valid
998,2,-2.8973012,valid
999,2,-0.6153093,valid
1000,2,-4.4634356,valid
1001,2,-3.7973347,valid
1002,2,-4.50977,valid
1003,2,-4.3213134,valid
1004,2,-2.6782565,valid
1005,2,-3.8978195,valid
1006,2,-2.550575,valid
1007,2,-3.6345294,valid
1008,2,-3.5809584,valid
1009,2,-4.3734484,valid
1010,2,-2.9104557,valid
1011,2,-4.8815546,valid
1012,2,-3.2961888,valid
1013,2,-2.533152,valid
